name,company,year,Price,kms_driven,fuel_type,transmission
TOYOTA ETIOS LIVAG,TOYOTA,2014,"3,65,000",28363 kms,Petrol,Manual
MARUTI RITZZXI ABS,MARUTI,2014,"3,49,000",40675 kms,Petrol,Manual
MG ,MG,2020,"18,52,499",5759 kms,Diesel,
HONDA AMAZE1.2 SMT I VTEC,HONDA,2019,"6,12,099",17943 kms,Petrol,Manual
HONDA WR-V1.2 I-VTEC VX MT,HONDA,2018,"8,50,499",25586 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2012,"4,51,000",8707 kms,Petrol,Manual
HONDA AMAZE1.2 SMT I VTEC,HONDA,2014,"4,25,899",48342 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2016,"5,45,000",32715 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTS 1.2 VTVT,HYUNDAI,2017,"4,86,199",27887 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2017,"4,02,000",33601 kms,Petrol,Manual
MARUTI ,MARUTI,2016,"2,92,599",19138 kms,Petrol,
HYUNDAI ,HYUNDAI,2019,"6,28,399",11750 kms,Petrol,
HYUNDAI GRAND I10SPORTZ O 1.2,HYUNDAI,2017,"4,98,399",29424 kms,Petrol,Manual
HONDA BRIO1.2 S MT I VTEC,HONDA,2012,"2,71,199",52789 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2018,"6,35,099",8000 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2017,"5,11,999",5766 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2011,"2,62,999",69729 kms,Petrol,Manual
HONDA JAZZ1.2 V AT,HONDA,2017,"6,58,799",19363 kms,Petrol,Automatic
HYUNDAI ELITE I20ASTA 1.2,HYUNDAI,2017,"7,26,799",11775 kms,Petrol,Manual
MARUTI ALTO K10VXI,MARUTI,2016,"3,18,199",45448 kms,Petrol,Manual
VOLKSWAGEN POLOGT TSI 1.2 PETROL AT,VOLKSWAGEN,2015,"6,13,599",31082 kms,Petrol,Automatic
HONDA CITYV MT PETROL,HONDA,2012,"3,66,699",66445 kms,Petrol,Manual
MARUTI BALENOZETA 1.2 K12 CVT,MARUTI,2016,"6,41,500",12939 kms,Petrol,Automatic
MARUTI CELERIOVXI AMT,MARUTI,2014,"3,21,099",11192 kms,Petrol,Automatic
MARUTI SX4ZXI,MARUTI,2009,"1,75,000",53366 kms,Petrol,Manual
VOLKSWAGEN VENTOHIGHLINE PETROL,VOLKSWAGEN,2013,"4,03,199",58406 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2015,"4,23,299",20416 kms,Petrol,Manual
MARUTI RITZZXI,MARUTI,2010,"2,54,199",60810 kms,Petrol,Manual
MARUTI VITARA BREZZAZXI +,MARUTI,2020,"11,00,299",4728 kms,Petrol,Manual
HONDA CITYV MT PETROL,HONDA,2012,"3,92,599",66745 kms,Petrol,Manual
MARUTI BALENODELTA 1.2 K12,MARUTI,2018,"6,36,899",9439 kms,Petrol,Manual
HYUNDAI VERNAFLUIDIC 1.6 SX CRDI OPT,HYUNDAI,2012,"4,00,000",57401 kms,Diesel,Manual
HONDA CITYV AT,HONDA,2012,"5,05,699",41237 kms,Petrol,Automatic
MARUTI SWIFTVDI,MARUTI,2011,"3,67,799",66356 kms,Diesel,Manual
MARUTI ALTO 800VXI,MARUTI,2018,"3,51,599",4343 kms,Petrol,Manual
HYUNDAI AURASX O MT 1.2 DIESEL,HYUNDAI,2020,"8,40,799",2963 kms,Diesel,Manual
FORD FIGO ASPIRE1.5 TREND DIESEL,FORD,2015,"4,74,699",59038 kms,Diesel,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2011,"2,90,299",45846 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2014,"4,59,599",56002 kms,Petrol,Manual
HONDA CITYVX MT PETROL,HONDA,2016,"6,42,599",28174 kms,Petrol,Manual
HYUNDAI NEW ELANTRASX 1.8 AT,HYUNDAI,2013,"5,16,299",23905 kms,Petrol,Automatic
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2012,"4,08,199",70152 kms,Diesel,Manual
HYUNDAI GRAND I10ASTA 1.2 AT VTVT,HYUNDAI,2014,"4,50,000",36122 kms,Petrol,Automatic
MARUTI WAGON R 1.0VXI,MARUTI,2011,"2,65,399",70662 kms,Petrol,Manual
HYUNDAI GRAND I10ASTA 1.2 VTVT,HYUNDAI,2019,"6,03,299",10053 kms,Petrol,Manual
MARUTI ALTO 800VXI,MARUTI,2016,"2,47,699",34543 kms,Petrol,Manual
MARUTI DZIREVXI,MARUTI,2018,"6,88,799",9850 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2018,"5,92,799",14836 kms,Petrol,Manual
HONDA BRIO1.2 S MT I VTEC,HONDA,2012,"2,90,599",77826 kms,Petrol,Manual
HYUNDAI ,HYUNDAI,2017,"5,84,199",14217 kms,Petrol,
HYUNDAI ELITE I20ASTA 1.4 CRDI,HYUNDAI,2014,"5,00,000",45257 kms,Diesel,Manual
MARUTI RITZZXI,MARUTI,2011,"2,21,000",55840 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 AT KAPPA2,HYUNDAI,2011,"2,67,899",64382 kms,Petrol,Automatic
HONDA BRIO1.2 S MT I VTEC,HONDA,2012,"3,29,899",88402 kms,Petrol,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2018,"6,46,599",14988 kms,Petrol,Manual
MARUTI CELERIOVXI AMT,MARUTI,2014,"4,17,599",25561 kms,Petrol,Automatic
TOYOTA ETIOSV,TOYOTA,2011,"3,12,999",66145 kms,Petrol,Manual
MARUTI IGNISZETA 1.2 K12,MARUTI,2019,"5,74,199",12821 kms,Petrol,Manual
MARUTI SWIFTZXI AMT,MARUTI,2019,"7,03,499",4888 kms,Petrol,Automatic
HONDA BRIO1.2 V MT I VTEC,HONDA,2012,"2,70,000",62846 kms,Petrol,Manual
MARUTI IGNISZETA 1.2 K12,MARUTI,2018,"4,95,000",27599 kms,Petrol,Manual
SKODA FABIAAMBITION PLUS 1.2 MPI,SKODA,2013,"2,85,000",28195 kms,Petrol,Manual
HONDA WR-V1.2 I-VTEC S MT,HONDA,2017,"6,17,299",25325 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2015,"4,73,399",30761 kms,Petrol,Manual
HYUNDAI VENUESX 1.0 GDI IMT,HYUNDAI,2020,"10,57,199",3843 kms,Petrol,Manual
HYUNDAI XCENTSX 1.2 OPT,HYUNDAI,2014,"4,77,099",31796 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2015,"4,30,099",50090 kms,Petrol,Manual
HYUNDAI ELITE I20MAGNA 1.2,HYUNDAI,2015,"4,25,000",21713 kms,Petrol,Manual
HONDA JAZZ1.2 V AT,HONDA,2015,"5,96,499",27092 kms,Petrol,Automatic
HONDA BRIO1.2 S (O) MT IVTEC,HONDA,2018,"4,50,000",33242 kms,Petrol,Manual
HYUNDAI ELITE I20ASTA 1.2,HYUNDAI,2018,"6,88,299",14268 kms,Petrol,Manual
HONDA CITYV MT PETROL,HONDA,2012,"3,86,699",82525 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2012,"4,78,999",53074 kms,Diesel,Manual
HYUNDAI VERNAFLUIDIC 1.6 EX VTVT,HYUNDAI,2013,"3,93,899",66517 kms,Petrol,Manual
MARUTI BALENODELTA 1.2 K12,MARUTI,2016,"5,38,899",20909 kms,Petrol,Manual
RENAULT KWIDRXT,RENAULT,2016,"3,11,099",43635 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2018,"6,81,000",14206 kms,Diesel,Manual
HYUNDAI I10MAGNA 1.2 KAPPA2,HYUNDAI,2012,"2,60,000",52405 kms,Petrol,Manual
MARUTI WAGON R 1.0LXI,MARUTI,2015,"3,42,899",48546 kms,Petrol,Manual
MG HECTORSHARP DCT PETROL,MG,2020,"19,28,000",9466 kms,Petrol,Automatic
MARUTI BALENOALPHA 1.2 K12,MARUTI,2018,"7,34,299",3825 kms,Petrol,Manual
MARUTI BALENODELTA 1.2 K12,MARUTI,2016,"5,40,000",21046 kms,Petrol,Manual
MARUTI ALTO 800LXI CNG,MARUTI,2016,"3,11,199",65486 kms,Petrol + CNG,Manual
HONDA JAZZ1.2 V AT,HONDA,2016,"5,64,799",10430 kms,Petrol,Automatic
MARUTI ALTO K10VXI,MARUTI,2017,"3,17,399",38079 kms,Petrol,Manual
MARUTI EECO5 STR CNG WITH AC PLUSHTR,MARUTI,2014,"3,80,000",33013 kms,Petrol + CNG,Manual
MARUTI CELERIO XZXI OPT AMT,MARUTI,2018,"4,75,000",12436 kms,Petrol,Automatic
MARUTI WAGON R 1.0LXI,MARUTI,2013,"3,10,000",46111 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2 AT,HYUNDAI,2010,"2,80,000",29948 kms,Petrol,Automatic
MARUTI ERTIGAVXI CNG,MARUTI,2017,"7,61,899",11822 kms,Petrol + CNG,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2019,"6,81,399",20512 kms,Petrol,Manual
MARUTI ALTO 800VXI,MARUTI,2016,"2,75,000",46869 kms,Petrol,Manual
HYUNDAI ELITE I20ASTA 1.2,HYUNDAI,2017,"6,22,199",22691 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI 1.2 BS IV,MARUTI,2014,"4,86,000",24035 kms,Petrol,Manual
HONDA ACCORD2.4 AT I VTEC,HONDA,2010,"4,69,000",28265 kms,Petrol,Automatic
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2013,"4,67,699",92022 kms,Diesel,Manual
HYUNDAI I10SPORTZ 1.1 IRDE2,HYUNDAI,2014,"4,11,399",21661 kms,Petrol,Manual
MARUTI ALTO K10VXI (O) AMT,MARUTI,2017,"3,93,699",30820 kms,Petrol,Manual
MARUTI EECO5 STR CNG WITH AC PLUSHTR,MARUTI,2019,"5,41,000",9679 kms,Petrol + CNG,Manual
MARUTI DZIREZXI,MARUTI,2017,"6,49,699",13460 kms,Petrol,Manual
HYUNDAI EONERA PLUS,HYUNDAI,2014,"2,79,609",17835 kms,Petrol,Manual
MARUTI ERTIGAZDI,MARUTI,2012,"6,39,999",42665 kms,Diesel,Manual
MAHINDRA SCORPIOEX,MAHINDRA,2012,"4,74,000",44438 kms,Diesel,Manual
HONDA BRIO1.2 V MT I VTEC,HONDA,2012,"3,21,000",40708 kms,Petrol,Manual
MG ,MG,2020,"14,75,000",3677 kms,Petrol,
MARUTI WAGON R 1.0VXI,MARUTI,2015,"3,27,199",50561 kms,Petrol,Manual
MARUTI BALENOZETA 1.2 K12,MARUTI,2017,"6,62,600",20679 kms,Petrol,Manual
MARUTI WAGON RVXI,MARUTI,2012,"3,44,499",46311 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2018,"4,56,000",10391 kms,Petrol,Manual
MARUTI BALENOZETA 1.2 K12,MARUTI,2019,"7,18,399",6844 kms,Petrol,Manual
HYUNDAI ELITE I20MAGNA 1.2,HYUNDAI,2016,"5,91,699",28532 kms,Petrol,Manual
MARUTI IGNISZETA 1.2 K12 AMT,MARUTI,2019,"5,61,899",12978 kms,Petrol,Automatic
HONDA AMAZE1.2 SMT I VTEC,HONDA,2014,"3,92,899",56311 kms,Petrol,Manual
MARUTI SWIFT DZIREVXI AMT,MARUTI,2014,"4,13,599",57109 kms,Petrol,Automatic
HONDA AMAZE1.5 EXMT I DTEC,HONDA,2013,"3,83,999",57650 kms,Diesel,Manual
MARUTI SWIFTVXI,MARUTI,2014,"4,69,999",19996 kms,Petrol,Manual
MARUTI CIAZALPHA 1.4 VVT AMT,MARUTI,2018,"8,45,999",15412 kms,Petrol,Automatic
HONDA BRIO1.2 S MT I VTEC,HONDA,2013,"3,14,699",68916 kms,Petrol,Manual
HYUNDAI GRAND I10ASTA 1.2 CRDI,HYUNDAI,2017,"6,29,799",34262 kms,Diesel,Manual
MARUTI ERTIGAZXI,MARUTI,2014,"6,67,899",44430 kms,Petrol,Manual
HONDA MOBILIO1.5 S I DTEC,HONDA,2014,"6,13,699",26007 kms,Diesel,Manual
MARUTI BALENOZETA 1.2 K12,MARUTI,2019,"7,28,499",4085 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2010,"2,01,000",63177 kms,Petrol,Manual
MARUTI CELERIOVXI AMT,MARUTI,2014,"3,58,399",60759 kms,Petrol,Automatic
HONDA CITYSV MT PETROL,HONDA,2015,"6,07,000",32379 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2014,"3,17,099",56827 kms,Petrol,Manual
MARUTI IGNISDELTA 1.2 K12 AMT,MARUTI,2017,"5,15,000",18008 kms,Petrol,Automatic
MARUTI WAGON R 1.0LXI CNG,MARUTI,2017,"4,16,199",42385 kms,Petrol + CNG,Manual
HYUNDAI ELITE I20SPORTZ 1.2,HYUNDAI,2017,"6,19,699",34422 kms,Petrol,Manual
MARUTI ERTIGAVXI,MARUTI,2012,"5,04,099",43706 kms,Petrol,Manual
FORD FIGO1.4 ZXI DURATORQ,FORD,2012,"1,95,000",66414 kms,Diesel,Manual
SKODA RAPIDAMBITION 1.6 MPI MT PLUS,SKODA,2014,"4,37,599",57889 kms,Petrol,Manual
HYUNDAI VERNA1.6 SX VTVT,HYUNDAI,2018,"8,51,799",12699 kms,Petrol,Manual
MARUTI SWIFTVDI,MARUTI,2012,"3,95,399",81690 kms,Diesel,Manual
HONDA AMAZE1.2 SX MT I VTEC,HONDA,2015,"4,84,000",20703 kms,Petrol,Manual
HONDA JAZZ1.2 BASE I VTEC,HONDA,2010,"2,56,999",69317 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2010,"2,38,299",81341 kms,Petrol,Manual
MARUTI SWIFTLXI,MARUTI,2012,"3,31,000",51385 kms,Petrol,Manual
HYUNDAI ELITE I20MAGNA EXECUTIVE 1.2,HYUNDAI,2018,"6,49,000",5260 kms,Petrol,Manual
MARUTI DZIREVXI AMT,MARUTI,2017,"6,65,000",10114 kms,Petrol,Automatic
MARUTI WAGON R 1.0VXI,MARUTI,2015,"3,70,000",49424 kms,Petrol,Manual
HONDA AMAZE1.2 SMT I VTEC,HONDA,2016,"4,61,799",46247 kms,Petrol,Manual
MG HECTORSHARP DCT PETROL,MG,2019,"19,33,999",2826 kms,Petrol,Automatic
MARUTI SWIFTVXI,MARUTI,2017,"5,05,699",30265 kms,Petrol,Manual
HONDA JAZZ1.2 V AT,HONDA,2016,"6,70,099",36741 kms,Petrol,Automatic
HYUNDAI ELITE I20ASTA 1.2 (O),HYUNDAI,2016,"6,44,000",25182 kms,Petrol,Manual
MARUTI ,MARUTI,2016,"6,51,099",41876 kms,Petrol,
HYUNDAI ELITE I20SPORTZ 1.2,HYUNDAI,2016,"5,16,999",42507 kms,Petrol,Manual
MARUTI ERTIGAVXI,MARUTI,2014,"5,49,599",62837 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI AMT,MARUTI,2016,"3,58,799",54988 kms,Petrol,Automatic
MARUTI VITARA BREZZALDI OPT,MARUTI,2017,"7,87,799",32458 kms,Diesel,Manual
HYUNDAI ELITE I20MAGNA 1.2,HYUNDAI,2016,"5,73,899",40789 kms,Petrol,Manual
HONDA JAZZ1.2 SV MT,HONDA,2017,"5,75,000",15606 kms,Petrol,Manual
HYUNDAI ELITE I20MAGNA EXECUTIVE 1.2,HYUNDAI,2017,"5,82,000",13208 kms,Petrol,Manual
MARUTI ALTO 800LXI CNG,MARUTI,2017,"3,71,000",20698 kms,Petrol + CNG,Manual
MARUTI SWIFTVDI,MARUTI,2016,"5,49,000",43126 kms,Diesel,Manual
VOLKSWAGEN AMEOCOMFORTLINE 1.5,VOLKSWAGEN,2017,"4,93,799",63295 kms,Diesel,Manual
HONDA AMAZE1.5 SMT I DTEC,HONDA,2014,"4,26,000",55037 kms,Diesel,Manual
HYUNDAI ,HYUNDAI,2017,"4,58,399",85389 kms,Petrol,
MARUTI IGNISALPHA 1.2 K12,MARUTI,2017,"4,67,000",35879 kms,Petrol,Manual
MARUTI WAGON R 1.0VXI,MARUTI,2010,"2,53,399",102987 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2012,"4,06,199",70736 kms,Diesel,Manual
RENAULT KWIDRXT,RENAULT,2017,"3,67,340",11971 kms,Petrol,Manual
HYUNDAI I20 ACTIVE1.2 S,HYUNDAI,2016,"5,21,799",17868 kms,Petrol,Manual
VOLKSWAGEN POLOHIGHLINE1.2L PETROL,VOLKSWAGEN,2014,"4,55,000",32403 kms,Petrol,Manual
HYUNDAI VERNAFLUIDIC 1.6 SX VTVT,HYUNDAI,2012,"4,25,000",43245 kms,Petrol,Manual
MARUTI BALENOZETA DDIS 190,MARUTI,2015,"6,29,899",47715 kms,Diesel,Manual
MARUTI CELERIOVXI CNG,MARUTI,2017,"4,27,099",82973 kms,Petrol + CNG,Manual
MARUTI ,MARUTI,2019,"5,56,099",26538 kms,Petrol,
SKODA RAPIDELEGANCE 1.6 MPFI MT,SKODA,2014,"4,81,099",67733 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2016,"6,79,199",37395 kms,Diesel,Manual
MARUTI DZIREVXI,MARUTI,2018,"6,60,599",27831 kms,Petrol,Manual
JEEP COMPASSLIMITED 1.4 AT,JEEP,2018,"17,49,199",18151 kms,Petrol,Automatic
TOYOTA ,TOYOTA,2011,"3,68,799",84201 kms,Petrol,
HYUNDAI GRAND I10SPORTS 1.2 VTVT,HYUNDAI,2016,"4,44,699",53525 kms,Petrol,Manual
MARUTI WAGON R 1.0LXI,MARUTI,2010,"2,86,299",92212 kms,Petrol,Manual
MARUTI CELERIO XVXI AMT,MARUTI,2019,"4,99,000",10046 kms,Petrol,Automatic
HONDA AMAZE1.2 V CVT I VTEC,HONDA,2018,"6,67,999",47458 kms,Petrol,Manual
HYUNDAI I20SPORTZ 1.2 O,HYUNDAI,2010,"3,33,199",51150 kms,Petrol,Manual
VOLKSWAGEN ,VOLKSWAGEN,2015,"4,49,499",73924 kms,Petrol,
MARUTI SWIFTVDI,MARUTI,2012,"4,67,999",53212 kms,Diesel,Manual
HYUNDAI NEW ELANTRASX 1.8 AT,HYUNDAI,2013,"6,95,000",11985 kms,Petrol,Automatic
HONDA CITYV AT SUNROOF,HONDA,2012,"4,25,012",43354 kms,Petrol,Automatic
HONDA WR-V1.2 I-VTEC VX MT,HONDA,2018,"8,69,899",15150 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2016,"4,75,000",35269 kms,Petrol,Manual
MARUTI BALENODELTA 1.2 K12,MARUTI,2017,"5,61,000",29000 kms,Petrol,Manual
HONDA AMAZE1.2 EXMT I VTEC,HONDA,2014,"4,30,999",54155 kms,Petrol,Manual
HONDA CITYSV MT PETROL,HONDA,2017,"6,62,099",22018 kms,Petrol,Manual
MARUTI SWIFT DZIREZDI AMT,MARUTI,2016,"6,17,099",45207 kms,Diesel,Automatic
MARUTI ALTO 800LXI,MARUTI,2012,"2,25,599",70050 kms,Petrol,Manual
HONDA WR-V1.2 I-VTEC VX MT,HONDA,2017,"7,06,199",37386 kms,Petrol,Manual
HYUNDAI VERNAFLUIDIC 1.6 EX VTVT AT,HYUNDAI,2013,"4,17,000",60362 kms,Petrol,Automatic
NISSAN SUNNYXV PETROL,NISSAN,2011,"3,31,199",77019 kms,Petrol,Manual
HYUNDAI GRAND I10SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2016,"5,03,899",39679 kms,Petrol,Manual
MARUTI ALTO 800LXI CNG,MARUTI,2013,"2,70,000",32970 kms,Petrol + CNG,Manual
MARUTI RITZVXI,MARUTI,2009,"2,16,099",90961 kms,Petrol,Manual
MARUTI WAGON R 1.0LXI,MARUTI,2010,"1,86,099",93978 kms,Petrol,Manual
HYUNDAI ELITE I20ASTA 1.2,HYUNDAI,2017,"5,76,099",35045 kms,Petrol,Manual
MG HECTORSHARP DCT PETROL,MG,2019,"16,93,699",13281 kms,Petrol,Automatic
JEEP COMPASSLIMITED 1.4 AT,JEEP,2018,"16,25,000",11484 kms,Petrol,Automatic
NISSAN MICRAXV CVT,NISSAN,2015,"4,60,000",28633 kms,Petrol,Automatic
VOLKSWAGEN POLOGT TSI 1.2 PETROL AT,VOLKSWAGEN,2016,"6,95,000",39720 kms,Petrol,Automatic
TOYOTA COROLLA ALTISGL,TOYOTA,2009,"2,78,000",65905 kms,Petrol,Manual
MARUTI VITARA BREZZAVDI,MARUTI,2016,"6,77,899",43994 kms,Diesel,Manual
HYUNDAI CRETA1.6 SX AT CRDI,HYUNDAI,2018,"14,71,999",23446 kms,Diesel,Manual
MARUTI ERTIGAVDI ABS,MARUTI,2014,"6,22,000",67452 kms,Diesel,Manual
MARUTI WAGON RLXI,MARUTI,2009,"1,60,000",85024 kms,Petrol,Manual
HYUNDAI VERNA1.6 SX VTVT,HYUNDAI,2019,"10,11,999",6613 kms,Petrol,Manual
HONDA WR-V1.2 I-VTEC VX MT,HONDA,2018,"8,38,199",41877 kms,Petrol,Manual
MARUTI S CROSSZETA SHVS,MARUTI,2019,"11,54,499",21538 kms,Diesel,Manual
MERCEDES BENZ E CLASSE200 CGI ELEGANCE,MERCEDES,2010,"9,56,199",53223 kms,Petrol,Manual
MARUTI WAGON R 1.0LXI CNG,MARUTI,2017,"4,65,000",67767 kms,Petrol + CNG,Manual
MARUTI WAGON RVXI BS III,MARUTI,2009,"1,83,000",46894 kms,Petrol,Manual
SKODA SUPERBELEGANCE 1.8 TSI MT,SKODA,2015,"9,28,699",54465 kms,Petrol,Manual
HYUNDAI I10MAGNA 1.2,HYUNDAI,2009,"1,44,699",85240 kms,Petrol,Manual
HYUNDAI ELITE I20SPORTZ 1.2,HYUNDAI,2016,"5,54,699",56445 kms,Petrol,Manual
FORD ECOSPORT1.5 TITANIUM TI VCT,FORD,2019,"8,35,499",29962 kms,Petrol,Manual
FORD FIGO ASPIRE1.5 TREND DIESEL,FORD,2018,"5,51,699",47965 kms,Diesel,Manual
MARUTI ALTOLXI,MARUTI,2009,"1,44,799",87978 kms,Petrol,Manual
KIA SELTOSGTX+ 1.4 MT,KIA,2019,"18,83,599",12046 kms,Petrol,Manual
HONDA CITYV MT PETROL,HONDA,2011,"3,20,399",131933 kms,Petrol,Manual
HYUNDAI SANTRO XINGGL,HYUNDAI,2010,"1,56,999",105287 kms,Petrol,Manual
MARUTI CELERIOVXI CNG,MARUTI,2016,"4,90,499",48787 kms,Petrol + CNG,Manual
MARUTI BALENOALPHA 1.2 K12,MARUTI,2019,"7,40,899",31934 kms,Petrol,Manual
HYUNDAI VERNAFLUIDIC 1.6 EX CRDI,HYUNDAI,2012,"4,06,199",101815 kms,Diesel,Manual
HYUNDAI ELITE I20SPORTZ 1.2,HYUNDAI,2017,"5,48,299",51036 kms,Petrol,Manual
VOLKSWAGEN VENTOHIGHLINE DIESEL,VOLKSWAGEN,2012,"3,49,899",86960 kms,Diesel,Manual
HONDA WR-V1.2 I-VTEC VX MT,HONDA,2017,"7,01,799",23780 kms,Petrol,Manual
MARUTI SWIFTZXI,MARUTI,2017,"5,00,000",59629 kms,Petrol,Manual
HYUNDAI ,HYUNDAI,2017,"5,72,000",13843 kms,Petrol,
MARUTI SWIFT DZIREVXI AT,MARUTI,2015,"5,35,000",39064 kms,Petrol,Automatic
HYUNDAI NEW ELANTRASX 1.8 AT,HYUNDAI,2015,"7,89,000",32010 kms,Petrol,Automatic
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2013,"4,50,599",74265 kms,Diesel,Manual
MARUTI ERTIGAVDI,MARUTI,2014,"6,51,000",55049 kms,Diesel,Manual
HONDA CITYS AT,HONDA,2008,"2,40,000",73921 kms,Petrol,Automatic
MARUTI BALENODELTA 1.2 K12,MARUTI,2019,"7,22,299",15025 kms,Petrol,Manual
HONDA CITYVX CVT PETROL,HONDA,2015,"6,83,400",54277 kms,Petrol,Automatic
MARUTI SWIFTVDI AMT,MARUTI,2018,"7,18,499",32470 kms,Diesel,Automatic
DATSUN REDI GOA,DATSUN,2018,"2,27,588",32005 kms,Petrol,Manual
SKODA RAPIDAMBITION 1.6 MPFI MT,SKODA,2013,"4,50,000",49106 kms,Petrol,Manual
MERCEDES BENZ C CLASS200 K ELEGANCE AT,MERCEDES,2009,"4,75,000",65805 kms,Petrol,Automatic
MARUTI SWIFTVDI,MARUTI,2015,"4,90,000",51142 kms,Diesel,Manual
MG HECTORSHARP DCT PETROL,MG,2019,"17,88,699",14900 kms,Petrol,Automatic
NISSAN MICRA ACTIVEXV,NISSAN,2013,"3,00,000",43496 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2010,"3,74,699",80822 kms,Diesel,Manual
HYUNDAI ELITE I20ASTA 1.2 (O),HYUNDAI,2019,"8,30,499",12031 kms,Petrol,Manual
HYUNDAI I10SPORTZ 1.2 KAPPA2,HYUNDAI,2010,"2,30,000",57127 kms,Petrol,Manual
MARUTI SWIFTVXI,MARUTI,2014,"4,10,000",67500 kms,Petrol,Manual
MERCEDES BENZ C CLASS200 K ELEGANCE AT,MERCEDES,2009,"4,65,000",67315 kms,Petrol,Automatic
HONDA WR-V1.2 I-VTEC VX MT,HONDA,2018,"7,92,099",17551 kms,Petrol,Manual
TATA NEXONXZ+ 1.5,TATA,2018,"8,50,000",21708 kms,Diesel,Manual
MARUTI ALTO 800LXI,MARUTI,2012,"2,36,000",57672 kms,Petrol,Manual
MARUTI ERTIGAVDI SHVS,MARUTI,2017,"8,25,000",23787 kms,Diesel,Manual
HONDA BRIO1.2 S MT I VTEC,HONDA,2012,"2,58,499",87755 kms,Petrol,Manual
HONDA JAZZ1.2 S I VTEC,HONDA,2016,"5,75,000",23904 kms,Petrol,Manual
MARUTI SWIFT DZIREVDI BS IV,MARUTI,2012,"4,25,499",103880 kms,Diesel,Manual
MARUTI SWIFT DZIREVXI,MARUTI,2010,"2,48,000",81184 kms,Petrol,Manual
MARUTI SWIFTZDI,MARUTI,2012,"3,74,499",123914 kms,Diesel,Manual
MARUTI ,MARUTI,2015,"3,95,000",43968 kms,Petrol + CNG,
MARUTI SWIFTVXI,MARUTI,2018,"6,19,599",38198 kms,Petrol,Manual
TOYOTA ETIOSVD,TOYOTA,2012,"4,43,999",77298 kms,Diesel,Manual
HYUNDAI GRAND I10ASTA AT 1.2 KAPPA VTVT,HYUNDAI,2014,"4,90,000",37891 kms,Petrol,Manual
MG HECTORSHARP DCT PETROL,MG,2019,"16,50,399",21778 kms,Petrol,Automatic
HYUNDAI VERNAFLUIDIC 1.6 EX VTVT,HYUNDAI,2012,"4,09,699",102433 kms,Petrol,Manual
SKODA SUPERBELEGANCE TDI 2.0 AT,SKODA,2010,"4,10,000",83216 kms,Diesel,Automatic
FORD ECOSPORTTREND + 1.5 TI VCT AT,FORD,2018,"8,82,049",19906 kms,Petrol,Manual
MARUTI VITARA BREZZAVDI DUAL TONE,MARUTI,2019,"8,41,299",4781 kms,Diesel,Manual
HYUNDAI CRETA1.6 E + VTVT,HYUNDAI,2017,"8,50,699",24663 kms,Petrol,Manual
MARUTI CIAZALPHA 1.4 VVT AMT,MARUTI,2018,"9,47,046",15112 kms,Petrol,Automatic
HYUNDAI I20MAGNA O 1.2,HYUNDAI,2012,"2,95,000",69403 kms,Petrol,Manual
