name,company,year,Price,kms_driven,fuel_type,transmission
Hyundai Santro Xing XS,Hyundai,2005,49000,"7,500 kms",Petrol,Manual
Maruti Suzuki Zen VX,Maruti,2000,55000,"60,000 kms",Petrol,Manual
Hyundai Creta 1.6 SX Plus Petrol,Hyundai,2017,"8,95,000","32,000 kms",Petrol,Manual
Mahindra Scorpio SLX,Mahindra,2007,"3,55,000","75,000 kms",Diesel,Manual
Toyota Innova 2.5 G BS III 8 STR,Toyota,2006,"3,65,000","73,000 kms",Diesel,Manual
Maruti Suzuki Wagon R LXI BS IV,Maruti,2011,"2,10,000","35,000 kms",Petrol,Manual
Maruti Suzuki Alto Std BS IV,Maruti,2013,"1,25,000","39,000 kms",Petrol,Manual
Maruti Suzuki Swift VXI BSIII,Maruti,2006,"1,35,000","45,000 kms",Petrol,Manual
MARUTI SUZUKI DESI,MARUTI,TOUR,"4,00,000",,,Manual
Maruti Suzuki Alto LXi BS III,Maruti,2010,"1,35,000","34,580 kms",Petrol,Manual
Renault Scala RxL Diesel Travelogue,Renault,2015,"3,75,000","25,000 kms",Diesel,Manual
Hyundai Grand i10 Sportz O 1.2 Kappa VTVT,Hyundai,2014,"3,65,000","20,000 kms",Petrol,Manual
Mahindra Xylo E4,Mahindra,2012,"4,00,000","35,000 kms",Diesel,Manual
Renault Duster 110PS Diesel RxZ,Renault,2012,"5,01,000","35,000 kms",Diesel,Manual
Force Motors Force One LX ABS 7 STR,Force,2015,"5,80,000","3,200 kms",Diesel,Manual
Mahindra Jeep CL550 MDI,Mahindra,2019,"3,79,000","0,000 kms",Diesel,Manual
Mahindra Jeep CL550 MDI,Mahindra,2018,"3,85,000",588 kms,Diesel,Manual
Volkswagen Polo,Volkswagen,2015,"3,30,000","38,000 kms",Diesel,Manual
Maruti Suzuki Wagon R LX BS III,Maruti,2006,80000,"71,200 kms",Petrol,Manual
Mahindra Thar CRDe 4x4 AC,Mahindra,2016,"7,30,000","29,000 kms",Diesel,Manual
Audi A4 1.8 TFSI Multitronic Premium Plus,Audi,2009,"6,99,000","47,000 kms",Petrol,Manual
Land Rover Freelander 2 SE,Land,2015,"21,00,000","30,000 kms",Diesel,Manual
Tata Aria Pleasure 4X2,Tata,2014,"3,90,000","35,000 kms",Diesel,Manual
Datsun GO T O,Datsun,2016,"2,45,000","7,000 kms",Petrol,Manual
Tata Indigo eCS LX TDI BS III,Tata,2016,"3,20,000","1,75,400 kms",Diesel,Manual
Honda Amaze 1.2 S i VTEC,Honda,2014,"3,11,000","33,000 kms",Petrol,Manual
Honda City,Honda,2012,"3,99,999","45,000 kms",Petrol,Manual
Honda Amaze,Honda,2015,"3,44,999","22,000 kms",Petrol,Manual
Force Motors Force One LX ABS 7 STR,Force,2015,"5,80,000","3,200 kms",Diesel,Manual
Hyundai i20 Active 1.4L SX O,Hyundai,2015,"5,35,000","37,000 kms",Diesel,Manual
Maruti Suzuki Ciaz ZXI Plus,Maruti,2017,"6,99,000","14,000 kms",Petrol,Manual
Honda Amaze,Honda,2013,"2,84,999","46,000 kms",Diesel,Manual
Tata Sumo Gold Select Variant,Tata,2013,"3,00,000","50,000 kms",Diesel,Manual
Maruti Suzuki Esteem VXi BS III,Maruti,2006,95000,"45,000 kms",Petrol,Manual
Chevrolet Enjoy 1.4 LS 8 STR,Chevrolet,2013,"2,45,000","55,000 kms",Diesel,Manual
Ford Figo Diesel EXI,Ford,2014,"1,95,000","50,000 kms",Diesel,Manual
Maruti Suzuki Ertiga ZXi,Maruti,2014,"5,69,999","45,000 kms",Petrol,Manual
Maruti Suzuki Ritz VXI,Maruti,2014,"2,99,999","19,000 kms",Petrol,Manual
Maruti Suzuki Ritz LDi,Maruti,2013,"3,99,999","33,000 kms",Diesel,Manual
Maruti Suzuki Wagon R 1.0 VXi,Maruti,2015,"2,89,999","22,000 kms",Petrol,Manual
Nissan Terrano XL D Plus,Nissan,2015,"4,99,999","60,000 kms",Diesel,Manual
Renault Duster 85 PS RxE Diesel,Renault,2014,"4,89,999","59,000 kms",Diesel,Manual
Maruti Suzuki Dzire ZXI,Maruti,2013,"3,80,000","30,000 kms",Petrol,Manual
Maruti Suzuki Maruti 800 Std,Maruti,2003,57000,"56,758 kms",Petrol,Manual
Renault Lodgy 85 PS RXL,Renault,2018,"6,89,999","20,000 kms",Diesel,Manual
Hyundai Grand i10 Asta 1.2 Kappa VTVT O,Hyundai,2014,"4,10,000","41,000 kms",Petrol,Manual
Chevrolet Beat LS Petrol,Chevrolet,2010,"1,20,000","43,000 kms",Petrol,Manual
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2000,59000,"56,450 kms",Petrol,Manual
"Commercial , DZire LDI, 2016, for sale",Commercial,...,Ask For Price,,,Manual
Mahindra Quanto C8,Mahindra,2013,"3,40,000","37,000 kms",Diesel,Manual
Chevrolet Beat LS Petrol,Chevrolet,2015,"2,20,000","32,700 kms",Petrol,Manual
Ford EcoSport Titanium 1.5L TDCi,Ford,2016,"5,99,000","30,000 kms",Diesel,Manual
Yama,Yamaha,r 15,55000,,,Manual
Mahindra TUV300 T4 Plus,Mahindra,2016,"6,75,000","9,000 kms",Diesel,Manual
Mini Cooper S 1.6,Mini,2013,"18,91,111","13,000 kms",Petrol,Manual
Mini Cooper S,Mini,2013,"18,91,111","13,000 kms",Petrol,Manual
Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2019,"6,10,000",73 kms,Petrol,Manual
Tata Indica eV2 LS,Tata,2017,Ask For Price,"84,000 kms",Diesel,Manual
Mahindra Scorpio S4,Mahindra,2015,"8,55,000","30,000 kms",Diesel,Manual
Ford EcoSport Titanium 1.5 TDCi,Ford,2014,"5,20,000","57,000 kms",Diesel,Manual
Honda Amaze,Honda,2014,"2,99,999","37,000 kms",Petrol,Manual
Honda City,Honda,2011,"2,84,999","55,000 kms",Petrol,Manual
Maruti Suzuki Dzire,Maruti,2014,"4,24,999","55,000 kms",Diesel,Manual
Honda Mobilio,Honda,2014,"3,99,999","44,000 kms",Petrol,Manual
Honda City,Honda,2014,"5,84,999","39,000 kms",Petrol,Manual
Renault Duster,Renault,2015,"4,49,999","49,000 kms",Diesel,Manual
Maruti Suzuki Dzire,Maruti,2015,"4,44,999","45,000 kms",Diesel,Manual
Hyundai Verna Fluidic,Hyundai,2012,"4,44,999","40,000 kms",Diesel,Manual
Maruti Suzuki Wagon R,Maruti,2016,"3,44,999","15,000 kms",Petrol,Manual
Honda Amaze,Honda,2014,"2,74,999","35,000 kms",Petrol,Manual
Mahindra Scorpio,Mahindra,2013,"5,74,999","68,000 kms",Diesel,Manual
Volkswagen Polo,Volkswagen,2010,"1,99,999","60,000 kms",Diesel,Manual
Tata Manza Aura Quadrajet,Tata,2012,"1,30,000","72,000 kms",Diesel,Manual
Renault Duster 110 PS RxZ Diesel Plus,Renault,2012,"5,01,000","38,000 kms",Diesel,Manual
Audi A4 2.0 TDI 177bhp Premium,Audi,2012,"13,50,000","40,000 kms",Diesel,Manual
Mahindra Scorpio VLX 4WD Airbag,Mahindra,2013,"6,10,000","35,000 kms",Diesel,Manual
Renault Scala RxL Diesel Travelogue,Renault,2015,"3,75,000","25,000 kms",Diesel,Manual
Hyundai Grand i10 Sportz O 1.2 Kappa VTVT,Hyundai,2014,"3,65,000","20,000 kms",Petrol,Manual
Mahindra Xylo E4,Mahindra,2012,"4,00,000","35,000 kms",Diesel,Manual
Hyundai i20,Hyundai,2014,"4,49,999","23,000 kms",Petrol,Manual
Hyundai i10,Hyundai,2012,"2,44,999","38,000 kms",Petrol,Manual
Datsun Redi GO,Datsun,2017,"2,44,999","22,000 kms",Petrol,Manual
Hyundai Accent,Hyundai,2010,99999,"45,000 kms",Petrol,Manual
Maruti Suzuki Swift,Maruti,2013,"3,24,999","45,000 kms",Diesel,Manual
Hyundai i10 Sportz,Hyundai,2012,"2,30,000","34,000 kms",Petrol,Manual
selling car Ta,selling,Zest,Ask For Price,,,Manual
Honda City 1.5 V MT Exclusive,Honda,2010,"2,40,000","4,00,000 kms",Petrol,Manual
Mahindra Jeep MM 550 XDB,Mahindra,2019,"3,90,000",60 kms,Diesel,Manual
Mahindra XUV500,Mahindra,2016,"11,30,000","72,000 kms",Diesel,Manual
Tata Zest 90,Tata,/-Rs,Ask For Price,,,Manual
Force Motors Force One LX ABS 7 STR,Force,2015,"5,80,000","3,200 kms",Diesel,Manual
Tata Vista Quadrajet VX,Tata,2011,"1,20,000","90,000 kms",Diesel,Manual
Maruti Suzuki SX4,Maruti,2012,"2,65,000","46,000 kms",Diesel,Manual
Mahindra Jeep CL550 MDI,Mahindra,2019,"3,79,000","0,000 kms",Diesel,Manual
Maruti Suzuki Alto 800,Maruti,2015,"2,19,000","5,000 kms",Petrol,Manual
Honda City ZX EXi,Honda,2008,"1,49,000","42,000 kms",Petrol,Manual
Mahindra Jeep MM 550 XDB,Mahindra,2006,"4,25,000",122 kms,Diesel,Manual
Honda City 1.5 S MT,Honda,2010,"2,25,000","70,000 kms",Petrol,Manual
Hyundai Verna 1.4 VTVT,Hyundai,2014,"3,75,000","36,000 kms",Petrol,Manual
Maruti Suzuki Alto 800 Lxi,Maruti,2018,Ask For Price,"24,000 kms",Petrol,Manual
Toyota Etios,Toyota,2011,"2,75,000","36,000 kms",Diesel,Manual
Maruti Suzuki Swift,Maruti,2014,"3,35,000","55,000 kms",Diesel,Manual
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2012,"2,25,000","40,000 kms",Petrol,Manual
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,80000,"50,000 kms",Petrol,Manual
Volkswagen Vento Konekt Diesel Highline,Volkswagen,2011,"2,45,000","65,000 kms",Diesel,Manual
Maruti Suzuki Ertiga VDi,Maruti,2013,"4,50,000","90,000 kms",Diesel,Manual
Honda City,Honda,2000,65000,"80,000 kms",Petrol,Manual
Maruti Suzuki Omni Limited Edition,Maruti,2001,70000,"70,000 kms",Petrol,Manual
Hyundai Elite i20 Sportz 1.2,Hyundai,2018,"6,00,000","7,800 kms",Petrol,Manual
Maruti Suzuki Alto 800 Lxi,Maruti,2017,"2,40,000","60,000 kms",Petrol,Manual
Honda Jazz S MT,Honda,2009,"1,69,999","24,695 kms",Petrol,Manual
Maruti Suzuki Zen LXi BSII,Maruti,2001,40000,"40,000 kms",Petrol,Manual
Swift Dzire Tour 27 Dec 2016 Regis,Swift,tion,"3,70,000",,,Manual
Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2016,"2,80,000","59,910 kms",Diesel,Manual
Hyundai Creta 1.6 SX Plus Petrol,Hyundai,2016,"9,50,000","25,000 kms",Petrol,Manual
Renault Duster 85 PS RxL Explore LE,Renault,2015,"7,15,000","65,000 kms",Diesel,Manual
Honda Brio V MT,Honda,2012,"2,35,000","33,000 kms",Petrol,Manual
Chevrolet Spark LS 1.0,Chevrolet,2010,95000,"23,000 kms",Petrol,Manual
Maruti Suzuki Swift Dzire Tour LDi,Maruti,2015,"2,20,000","1,29,000 kms",Diesel,Manual
Maruti Suzuki Alto 800 Vxi,Maruti,2015,"2,30,000","5,000 kms",Petrol,Manual
Toyota Fortuner 3.0 4x4 MT,Toyota,2010,"9,40,000","1,31,000 kms",Diesel,Manual
Tata zest x,Tata,odel,"3,20,000",,,Manual
Mercedes Benz A Class A 180 Sport Petrol,Mercedes,2013,"15,00,000","14,000 kms",Petrol,Manual
Ford EcoSport Trend 1.5L TDCi,Ford,2013,"4,95,000","38,000 kms",Diesel,Manual
Hyundai i20 Magna 1.2,Hyundai,2010,"1,95,000","36,000 kms",Petrol,Manual
Renault Kwid RXT,Renault,2015,"2,70,000","43,000 kms",Petrol,Manual
Ford EcoSport Titanium 1.5L TDCi,Ford,2014,"5,00,000","40,000 kms",Diesel,Manual
Hyundai Verna 1.6 EX VTVT,Hyundai,2017,"8,00,000","12,000 kms",Petrol,Manual
Skoda Superb 1.8 TFSI AT,Skoda,2011,"5,30,000","68,000 kms",Petrol,Manual
Mahindra Bolero DI BSII,Mahindra,2012,"2,20,000","59,466 kms",Diesel,Manual
Mahindra Scorpio S10,Mahindra,2015,"9,00,000","97,200 kms",Diesel,Manual
Maruti Suzuki Wagon R VXI BS IV,Maruti,2018,"3,95,000","25,500 kms",Petrol,Manual
Tata Nano GenX XMA,Tata,2010,32000,"44,005 kms",Petrol,Manual
Mahindra TUV300 T4 Plus,Mahindra,2016,"5,40,000","35,000 kms",Diesel,Manual
Hyundai Elite i20 Magna 1.2,Hyundai,2015,"4,00,000","30,000 kms",Petrol,Manual
Maruti Suzuki Baleno Delta 1.2,Maruti,2016,"5,00,000","28,000 kms",Petrol,Manual
Mahindra Scorpio S10,Mahindra,2015,"9,00,000","97,200 kms",Diesel,Manual
Hyundai Elite i20 Magna 1.2,Hyundai,2015,"4,19,000","20,000 kms",Petrol,Manual
Hyundai Eon Era Plus,Hyundai,2018,"1,40,000","2,110 kms",Petrol,Manual
Hyundai i10 Magna 1.2 Kappa2,Hyundai,2008,"2,75,000","1,00,200 kms",Petrol,Manual
Maruti Suzuki Swift Dzire Tour VXi,Maruti,2011,"2,30,000",65 kms,Petrol,Manual
Mahindra Scorpio S10,Mahindra,2015,"9,00,000","97,200 kms",Diesel,Manual
Hyundai Xcent Base 1.1 CRDi,Hyundai,2016,"3,00,000","1,40,000 kms",Diesel,Manual
Hyundai Accent Executive Edition,Hyundai,2009,"1,65,000","48,000 kms",Petrol,Manual
Tata Zest XE 75 PS Diesel,Tata,2018,"4,80,000","1,03,553 kms",Diesel,Manual
Tata Sumo Gold LX BS IV,Tata,2014,"2,50,000","99,000 kms",Diesel,Manual
Maruti Suzuki Eeco 7 STR,Maruti,2013,"2,90,000","70,000 kms",LPG,Manual
Mahindra XUV500 W6,Mahindra,2013,"5,48,900","49,800 kms",Diesel,Manual
Maruti Suzuki 800,Maruti,2001,55000,"81,876 kms",Petrol,Manual
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,90000,"50,000 kms",Petrol,Manual
Maruti Suzuki Ertiga,Maruti,2016,"7,30,000","55,000 kms",Diesel,Manual
Hyundai Verna 1.6 CRDI E,Hyundai,2016,"1,95,000","56,000 kms",Diesel,Manual
Toyota Fortuner 3.0 4x2 MT,Toyota,2015,"15,25,000","1,20,000 kms",Diesel,Manual
Honda Amaze,Honda,2013,"2,50,000","55,700 kms",Diesel,Manual
Hyundai Santro Xing,Hyundai,2003,"1,20,000","50,000 kms",Petrol,Manual
Maruti Suzuki Wagon R LXI BS IV,Maruti,2014,"2,50,000","18,500 kms",Petrol,Manual
Honda Brio VX AT,Honda,2017,"4,50,000","11,000 kms",Petrol,Manual
Maruti Suzuki Zen LXi BSII,Maruti,2003,99999,"53,000 kms",Petrol,Manual
Maruti Suzuki Wagon R Select Variant,Maruti,2016,"2,25,000","35,500 kms",Diesel,Manual
Renault Kwid RXT,Renault,2019,"3,70,000","1,000 kms",Petrol,Manual
Jaguar XE XE Portfolio,Jaguar,2016,"28,00,000","8,500 kms",Petrol,Manual
Hyundai Eon Magna Plus,Hyundai,2014,"1,90,000","35,000 kms",Petrol,Manual
Hindustan Motors Ambassador,Hindustan,2002,90000,"25,000 kms",Diesel,Manual
Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,Hyundai,2017,"4,00,000","20,000 kms",Petrol,Manual
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2015,"2,50,000","55,000 kms",Petrol,Manual
Honda Amaze 1.2 VX i VTEC,Honda,2014,"3,81,000","6,000 kms",Petrol,Manual
Maruti Suzuki Vitara Brezza LDi O,Maruti,2016,"5,80,000","25,000 kms",Diesel,Manual
Toyota Innova 2.0 V,Toyota,2009,Ask For Price,"15,574 kms",Diesel,Manual
Mahindra Scorpio Vlx BSIV,Mahindra,2013,"6,90,000","75,000 kms",Diesel,Manual
Mitsubishi Lancer 1.8 LXi,Mitsubishi,2006,85000,"50,000 kms",Petrol,Manual
Maruti Suzuki Alto 800 LXI CNG O,Maruti,2015,90000,"55,800 kms",Petrol,Manual
Hyundai Eon D Lite Plus,Hyundai,2018,"2,60,000","25,000 kms",Petrol,Manual
Maruti Suzuki Ritz VDi,Maruti,2010,"1,80,000","72,160 kms",Diesel,Manual
Maruti Suzuki Wagon R LXi BS III,Maruti,2006,90001,"48,000 kms",Petrol,Manual
Audi A6 2.0 TDI Premium,Audi,2012,"15,99,000","11,500 kms",Diesel,Manual
Maruti Suzuki Wagon R,Maruti,2009,"1,59,000","27,000 kms",Petrol,Manual
Maruti Suzuki Alto,Maruti,2010,"1,10,000","55,000 kms",Petrol,Manual
Hyundai Verna 1.6 SX VTVT AT,Hyundai,2019,"9,00,000","2,000 kms",Petrol,Manual
Hyundai Getz Prime 1.3 GVS,Hyundai,2009,"1,10,000","20,000 kms",Petrol,Manual
Hyundai Getz Prime 1.3 GLX,Hyundai,2009,"1,15,000","20,000 kms",Petrol,Manual
Ford EcoSport Trend 1.5 Ti VCT,Ford,2017,"5,80,000","10,000 kms",Petrol,Manual
Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,2013,"3,50,000","1,17,000 kms",Diesel,Manual
BMW X1 xDrive20d xLine,BMW,2011,"11,50,000","72,000 kms",Diesel,Manual
Honda City 1.5 V AT,Honda,2009,"2,69,000","55,000 kms",Petrol,Manual
Chevrolet Cruze LTZ AT,Chevrolet,2014,"4,00,000","41,000 kms",Diesel,Manual
Hyun,Hyundai,Eon,Ask For Price,,,Manual
Mahindra XUV500 W6,Mahindra,2014,"85,00,003","45,000 kms",Diesel,Manual
Maruti Suzuki Alto K10 LXi CNG,Maruti,2014,"1,99,000","37,000 kms",Petrol,Manual
Force Motors One SUV,Force,2013,"5,50,000","1,40,000 kms",Diesel,Manual
Maruti Suzuki Alto,Maruti,2019,"2,65,000","9,800 kms",Petrol,Manual
Hyundai i10,Hyundai,2009,"2,15,000","27,000 kms",Petrol,Manual
Renault Duster 85PS Diesel RxL Optional with Nav,Renault,2013,"4,01,919","57,923 kms",Diesel,Manual
Maruti Suzuki Alto 800 Lxi,Maruti,2017,"2,80,000","6,200 kms",Petrol,Manual
Toyota Etios Liva G,Toyota,2014,"1,60,000","24,652 kms",Petrol,Manual
Chevrolet Beat LS Diesel,Chevrolet,2016,"2,25,000","95,000 kms",Diesel,Manual
Jeep Wrangler Unlimited 4x4 Diesel,Jeep,2015,"9,50,000","3,528 kms",Diesel,Manual
Hyundai Verna VGT CRDi SX ABS,Hyundai,2010,"2,05,000","47,900 kms",Diesel,Manual
Maruti Suzuki Celerio VDi,Maruti,2018,"3,10,000","37,000 kms",Petrol,Manual
Mahindra XUV500 W6,Mahindra,2013,"5,49,900","52,800 kms",Diesel,Manual
Hyundai i10 Era,Hyundai,2011,"1,75,000","30,000 kms",Petrol,Manual
Tata Indigo LX TDI BS III,Tata,2016,"2,30,000","1,04,000 kms",Diesel,Manual
Tata Indigo Marina LS,Tata,2004,"1,80,000","70,000 kms",Diesel,Manual
Hyundai Xcent SX 1.2,Hyundai,2015,"4,00,000","43,000 kms",Diesel,Manual
Renault Duster 85 PS RxL Diesel,Renault,2015,"3,85,000","51,000 kms",Diesel,Manual
Tata Nano LX Special Edition,Tata,2010,32000,"48,008 kms",Petrol,Manual
Renault Duster 110 PS RxZ Diesel,Renault,2013,"4,35,000","39,000 kms",Diesel,Manual
Maruti Suzuki Swift,Maruti,2006,"1,89,700","48,247 kms",Petrol,Manual
Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2014,"3,65,000","23,000 kms",Petrol,Manual
Hyundai i20 Magna,Hyundai,2010,"2,10,000","50,000 kms",Petrol,Manual
tata Indica,tata,sale,"1,30,000",,,Manual
Mahindra Xylo E8,Mahindra,2009,"2,95,000","64,000 kms",Diesel,Manual
Tata Manza Aqua Quadrajet,Tata,2014,"1,60,000","2,00,000 kms",Diesel,Manual
Used bt new conditions ta,Used,Zest,"2,55,000",,,Manual
Sale tata,Sale,ture,"1,00,000",,,Manual
Maruti Suzuki Swift Dzire Tour LXi,Maruti,2014,"3,15,000","44,000 kms",Petrol,Manual
Skoda Octavia Classic 1.9 TDI MT,Skoda,2006,"1,14,990","65,000 kms",Diesel,Manual
Chevrolet Beat Diesel,Chevrolet,2011,"1,25,000","56,000 kms",Diesel,Manual
Tata indigo 2017 top model..,Tata,emi,"1,70,000",,,Manual
Tata Sumo Gold EX BS IV,Tata,2012,"2,10,000","75,000 kms",Diesel,Manual
Maruti Suzuki Zen LXi BS III,Maruti,2002,95000,"10,544 kms",Petrol,Manual
Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2008,"3,00,000","70,000 kms",Diesel,Manual
Hyundai Elite i20 Sportz 1.2,Hyundai,2017,"5,50,000","15,000 kms",Petrol,Manual
Hyundai Elite i20 Sportz 1.2,Hyundai,2015,Ask For Price,"49,500 kms",Petrol,Manual
Toyota Innova 2.5 V 7 STR,Toyota,2011,"7,50,000","1,47,000 kms",Diesel,Manual
Chevrolet Beat LT Diesel,Chevrolet,2012,"1,30,000","90,001 kms",Diesel,Manual
Maruti Suzuki Swift VDi BS IV,Maruti,2012,"2,80,000","48,006 kms",Diesel,Manual
Maruti Suzuki Swift,Maruti,2012,"2,80,000","48,006 kms",Diesel,Manual
Toyota Innova 2.0 G4,Toyota,2012,"6,00,000","80,000 kms",Diesel,Manual
Maruti Suzuki Swift VDi ABS,Maruti,2010,"1,90,000","74,000 kms",Diesel,Manual
Mahindra XUV500 W10,Mahindra,2016,"10,65,000","41,000 kms",Diesel,Manual
Toyota Etios Liva Diesel,Toyota,2012,"3,50,000","85,000 kms",Diesel,Manual
Hyundai Elite i20 Asta 1.2,Hyundai,2015,"4,70,000","30,000 kms",Petrol,Manual
Maruti Suzuki Zen LXi BS III,Maruti,2003,48000,"60,000 kms",Petrol,Manual
Hyundai Eon Era Plus,Hyundai,2013,"1,90,000","39,700 kms",Petrol,Manual
Maruti Suzuki Swift VDi,Maruti,2010,"2,70,000","67,000 kms",Diesel,Manual
Hyundai Eon Era Plus,Hyundai,2012,"1,88,000","38,000 kms",Petrol,Manual
Hyundai Verna Fluidic New,Hyundai,2011,"3,65,000","43,000 kms",Diesel,Manual
Hyundai i20 Magna,Hyundai,2011,"2,40,000","42,000 kms",Petrol,Manual
Tata Indica eV2 LS,Tata,2015,"1,40,000","60,105 kms",Diesel,Manual
Audi Q5 2.0 TDI quattro Premium Plus,Audi,2014,"23,90,000","34,000 kms",Diesel,Manual
Maruti Suzuki Swift ZXi 1.2 BS IV,Maruti,2015,"4,75,000","22,000 kms",Petrol,Manual
Maruti Suzuki S Cross Sigma 1.3,Maruti,2016,"6,15,000","21,000 kms",Diesel,Manual
Maruti Suzuki Alto K10 VXi AMT,Maruti,2016,"2,70,000","38,000 kms",Petrol,Manual
Volkswagen Vento Comfortline Petrol,Volkswagen,2011,"2,40,000","45,933 kms",Petrol,Manual
Audi A4 2.0 TDI 177bhp Premium,Audi,2016,"19,00,000","44,000 kms",Diesel,Manual
Tata Zest XE 75 PS Diesel,Tata,2018,"4,50,000","1,02,563 kms",Diesel,Manual
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2017,"6,50,000","41,800 kms",Diesel,Manual
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009,"2,10,000","59,000 kms",Petrol,Manual
Maruti Suzuki Omni 8 STR BS III,Maruti,2009,85000,"45,000 kms",Petrol,Manual
Renault Duster,Renault,2014,"8,00,000","7,400 kms",Diesel,Manual
Maruti Suzuki Ertiga Vxi,Maruti,2012,"10,00,000","2,00,000 kms",Diesel,Manual
Volvo S80 Summum D4,Volvo,2015,"18,50,000","42,000 kms",Diesel,Manual
Mitsubishi Pajero Sport 2.5 AT,Mitsubishi,2015,"17,25,000","37,000 kms",Diesel,Manual
BMW X1,BMW,2011,"10,00,000","34,000 kms",Diesel,Manual
Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes,2009,"12,25,000","76,000 kms",Diesel,Manual
Volkswagen Vento Comfortline Diesel,Volkswagen,2011,"2,00,000","95,000 kms",Diesel,Manual
Ford Figo Petrol Titanium,Ford,2019,"5,25,000",00 kms,Petrol,Manual
Maruti Suzuki Wagon R Duo Lxi,Maruti,2008,"1,40,000","68,000 kms",Petrol,Manual
Maruti Suzuki Swift Dzire VDi,Maruti,2016,"4,99,000","51,000 kms",Diesel,Manual
Maruti Suzuki Zen LX BSII,Maruti,2004,70000,"1,00,000 kms",Petrol,Manual
Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2014,"3,70,000","11,523 kms",Petrol,Manual
Honda WR V S MT Petrol,Honda,2009,"2,50,000","60,000 kms",Petrol,Manual
Renault Duster 110 PS RxL Diesel,Renault,2013,"4,90,000","38,600 kms",Diesel,Manual
Maruti Suzuki Zen LXi BS III,Maruti,2004,68000,"56,000 kms",Petrol,Manual
Maruti Suzuki SX4 Celebration Diesel,Maruti,2016,"9,70,000","85,960 kms",Diesel,Manual
Hyundai Eon D Lite Plus,Hyundai,2018,"2,80,000","35,000 kms",Petrol,Manual
Mahindra Scorpio SLX,Mahindra,2008,"2,85,000","80,000 kms",Diesel,Manual
Hyundai Santro AE GLS Audio,Hyundai,2011,"1,65,000","45,000 kms",Petrol,Manual
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,"2,50,000","51,000 kms",Diesel,Manual
Tata ZEST 6 month old,Tata,car,"3,70,000",,,Manual
Hyundai Santro,Hyundai,2003,60000,"51,000 kms",Petrol,Manual
Maruti Suzuki Swift Dzire VDi,Maruti,2015,"4,75,000","43,000 kms",Diesel,Manual
Toyota Fortuner 3.0 4x4 MT,Toyota,2013,"14,99,000","97,000 kms",Diesel,Manual
Hyundai Getz GLE,Hyundai,2007,99000,"55,000 kms",Petrol,Manual
Hyundai Creta 1.6 SX,Hyundai,2019,"12,00,000",0 kms,Petrol,Manual
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2009,88000,"43,200 kms",Petrol,Manual
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,"1,35,000","42,000 kms",Petrol,Manual
Hyundai i10 Sportz 1.2,Hyundai,2011,"2,20,000","38,000 kms",Petrol,Manual
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,"1,35,000","47,000 kms",Petrol,Manual
Nissan Micra XL,Nissan,2017,"4,30,000","62,500 kms",Diesel,Manual
Maruti Suzuki Alto 800 Lxi,Maruti,2015,"2,15,000","50,000 kms",Petrol,Manual
Maruti Suzuki Ertiga VDi,Maruti,2012,"5,00,000","48,000 kms",Diesel,Manual
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2013,"1,65,000","25,000 kms",Petrol,Manual
Hyundai Eon,Hyundai,2014,"2,00,000","28,000 kms",Petrol,Manual
MARUTI SUZUKI ERTIGA F,MARUTI,SALE,"6,50,000",,,Manual
Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,2005,"1,30,000","68,485 kms",Diesel,Manual
Tata Tiago Revotorq XZ,Tata,2019,"5,68,500",0 kms,Petrol,Manual
Tata,Tata,digo,Ask For Price,,,Manual
Mahindra KUV100 K8 D 6 STR,Mahindra,2018,"5,60,000","8,000 kms",Diesel,Manual
Hindustan Motors Ambassador Classic Mark 4 â€“ Befo,Hindustan,1995,"7,50,000","37,000 kms",Petrol,Manual
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,"1,35,000","46,000 kms",Petrol,Manual
Fiat Linea Emotion 1.4 L T Jet Petrol,Fiat,2009,"1,20,000","64,000 kms",Petrol,Manual
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2017,"2,40,000","8,000 kms",Petrol,Manual
Mahindra Scorpio S4,Mahindra,2015,"7,95,000","63,000 kms",Diesel,Manual
